"","TABLE..","PWAT.PARM1","PWAT.PARM1.1","PWAT.PARM1.2","PWAT.PARM1.3","PWAT.PARM1.4","PWAT.PARM1.5","PWAT.PARM1.6","PWAT.PARM1.7","PWAT.PARM1.8","PWAT.PARM2","PWAT.PARM2.1","PWAT.PARM2.2","PWAT.PARM2.3","PWAT.PARM2.4","PWAT.PARM2.5","PWAT.PARM2.6","PWAT.PARM3","PWAT.PARM3.1","PWAT.PARM3.2","PWAT.PARM3.3","PWAT.PARM3.4","PWAT.PARM3.5","PWAT.PARM3.6","PWAT.PARM4","PWAT.PARM4.1","PWAT.PARM4.2","PWAT.PARM4.3","PWAT.PARM4.4","PWAT.PARM4.5","MON.INTERCEP","MON.INTERCEP.1","MON.INTERCEP.2","MON.INTERCEP.3","MON.INTERCEP.4","MON.INTERCEP.5","MON.INTERCEP.6","MON.INTERCEP.7","MON.INTERCEP.8","MON.INTERCEP.9","MON.INTERCEP.10","MON.INTERCEP.11","MON.UZSN","MON.UZSN.1","MON.UZSN.2","MON.UZSN.3","MON.UZSN.4","MON.UZSN.5","MON.UZSN.6","MON.UZSN.7","MON.UZSN.8","MON.UZSN.9","MON.UZSN.10","MON.UZSN.11","MON.MANNING","MON.MANNING.1","MON.MANNING.2","MON.MANNING.3","MON.MANNING.4","MON.MANNING.5","MON.MANNING.6","MON.MANNING.7","MON.MANNING.8","MON.MANNING.9","MON.MANNING.10","MON.MANNING.11","MON.LZETPARM","MON.LZETPARM.1","MON.LZETPARM.2","MON.LZETPARM.3","MON.LZETPARM.4","MON.LZETPARM.5","MON.LZETPARM.6","MON.LZETPARM.7","MON.LZETPARM.8","MON.LZETPARM.9","MON.LZETPARM.10","MON.LZETPARM.11","PWAT.STATE1","PWAT.STATE1.1","PWAT.STATE1.2","PWAT.STATE1.3","PWAT.STATE1.4","PWAT.STATE1.5","PWAT.STATE1.6"
"157","N51107","1","1","0","1","0","0","0","0","1","0.13","7.211079","0.057970","222.2277","0.133166","0.100E-05","0.938609","40.0","35.0","2.0","2.0","0.0","0.0","0.042942",NA,"0.865330","0.40","2.500000","0.378117",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3706",NA,"3.0","1.0","0.0"
"158","N51109","1","1","0","1","0","0","0","0","1","0.23","11.94153","0.013502","251.0222","0.077380","0.930E-05","0.935007","40.0","35.0","2.0","2.0","0.0","0.0","0.001200",NA,"1.432984","0.40","2.776056","0.300000",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3898",NA,"3.0","1.0","0.0"
"159","N51111","1","1","0","1","0","0","0","0","1","0.34","5.0","0.11","502.5906","0.095540","0.04","0.98","40.0","35.0","2.0","2.0","0.0","0.0","0.01",NA,"0.6390","0.40","1.25","0.45",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3834",NA,"3.0","1.0","0.0"
"160","H51113","1","1","0","1","0","0","0","0","1","0.06","9.736141","0.100481","999.0000","0.345086","0.146E-05","0.929772","40.0","35.0","2.0","2.0","0.0","0.0","0.001200",NA,"1.168337","0.40","2.500000","0.363737",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3122",NA,"3.0","1.0","0.0"
"161","N51113","1","1","0","1","0","0","0","0","1","0.15","10.28331","0.089355","420.0031","0.209027","0.375E-05","0.944875","40.0","35.0","2.0","2.0","0.0","0.0","0.001200",NA,"1.233997","0.40","2.500000","0.349765",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3474",NA,"3.0","1.0","0.0"
"162","N51115","1","1","0","1","0","0","0","0","1","0.86","9.796698","0.092370","145.6920","0.013826","0.100E-05","0.920000","40.0","35.0","2.0","2.0","0.0","0.0","0.002791",NA,"1.175604","0.40","2.863173","0.300000",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.4143",NA,"3.0","1.0","0.0"
"163","N51119","1","1","0","1","0","0","0","0","1","0.50","9.796698","0.092370","329.7628","0.088482","0.100E-05","0.920000","40.0","35.0","2.0","2.0","0.0","0.0","0.002791",NA,"1.175604","0.40","2.863173","0.300000",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3859",NA,"3.0","1.0","0.0"
"164","N51121","1","1","0","1","0","0","0","0","1","0.06","6.000000","0.040467","473.8937","0.327632","0.107484","0.966108","40.0","35.0","2.0","2.0","0.0","0.0","0.600000",NA,"0.720000","0.40","2.500000","0.331682",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3164",NA,"3.0","1.0","0.0"
"165","H51125","1","1","0","1","0","0","0","0","1","0.04","6.000000","0.172919","999.0000","0.384098","0.100E-05","0.966155","40.0","35.0","2.0","2.0","0.0","0.0","0.498364",NA,"0.720000","0.40","2.500000","0.451291",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3034",NA,"3.0","1.0","0.0"
"166","N51125","1","1","0","1","0","0","0","0","1","0.17","6.000000","0.187852","473.4131","0.264453","0.100E-05","0.963547","40.0","35.0","2.0","2.0","0.0","0.0","0.600000",NA,"0.720000","0.40","2.500000","0.486742",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3322",NA,"3.0","1.0","0.0"
"167","N51127","1","1","0","1","0","0","0","0","1","0.37","6.208424","0.117649","279.7253","0.093295","0.100E-05","0.937337","40.0","35.0","2.0","2.0","0.0","0.0","0.600000",NA,"0.745011","0.40","2.500000","0.850000",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3842",NA,"3.0","1.0","0.0"
"168","N51131","1","1","0","1","0","0","0","0","1","0.67","6.000000","0.043923","050.0000","0.026637","0.475E-05","0.934082","40.0","35.0","2.0","2.0","0.0","0.0","0.054023",NA,"0.720000","0.40","2.500000","0.567766",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.4091",NA,"3.0","1.0","0.0"
"169","N51133","1","1","0","1","0","0","0","0","1","0.55","14.00000","0.052006","252.6765","0.096539","0.100E-05","0.920000","40.0","35.0","2.0","2.0","0.0","0.0","0.001200",NA,"1.680000","0.40","2.500000","0.339934",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3830",NA,"3.0","1.0","0.0"
"170","N51135","1","1","0","1","0","0","0","0","1","0.31","12.13198","0.021138","459.0762","0.092563","0.100E-05","0.920000","40.0","35.0","2.0","2.0","0.0","0.0","0.001200",NA,"1.455837","0.40","2.500000","0.411805",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3844",NA,"3.0","1.0","0.0"
"171","N51137","1","1","0","1","0","0","0","0","1","0.19","10.23827","0.029000","378.2813","0.098129","0.707E-05","0.952200","40.0","35.0","2.0","2.0","0.0","0.0","0.001200",NA,"1.228592","0.40","2.500000","0.316476",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3825",NA,"3.0","1.0","0.0"
"172","H51139","1","1","0","1","0","0","0","0","1","0.03","6.890200","0.098131","999.0000","0.370543","0.172994","0.995000","40.0","35.0","2.0","2.0","0.0","0.0","0.160160",NA,"0.826824","0.40","2.500000","0.386900",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3064",NA,"3.0","1.0","0.0"
"173","N51139","1","1","0","1","0","0","0","0","1","0.15","6.815077","0.096819","345.1723","0.279514","0.172089","0.988717","40.0","35.0","2.0","2.0","0.0","0.0","0.162126",NA,"0.817809","0.40","2.500000","0.381007",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3282",NA,"3.0","1.0","0.0"
"174","N51145","1","1","0","1","0","0","0","0","1","0.22","8.237627","0.035885","422.5591","0.077389","0.000148","0.943829","40.0","35.0","2.0","2.0","0.0","0.0","0.009709",NA,"0.988515","0.40","2.500000","0.329770",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3898",NA,"3.0","1.0","0.0"
"175","N51147","1","1","0","1","0","0","0","0","1","0.23","10.63397","0.032191","386.4462","0.110716","0.000252","0.955706","40.0","35.0","2.0","2.0","0.0","0.0","0.001200",NA,"1.276076","0.40","2.500000","0.331499",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3781",NA,"3.0","1.0","0.0"
"176","N51149","1","1","0","1","0","0","0","0","1","0.54","6.208424","0.117649","376.5618","0.050555","0.100E-05","0.937337","40.0","35.0","2.0","2.0","0.0","0.0","0.600000",NA,"0.745011","0.40","2.500000","0.850000",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3998",NA,"3.0","1.0","0.0"
"177","N51153","1","1","0","1","0","0","0","0","1","0.11","7.405549","0.017296","208.1206","0.112883","0.100E-05","0.920000","40.0","35.0","2.0","2.0","0.0","0.0","0.199071",NA,"0.888666","0.40","2.500000","0.314138",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3774",NA,"3.0","1.0","0.0"
"178","H51157","1","1","0","1","0","0","0","0","1","0.06","6.287560","0.089602","999.0000","0.314990","0.100E-05","0.947694","40.0","35.0","2.0","2.0","0.0","0.0","0.100730",NA,"0.754507","0.40","2.712383","0.341575",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3194",NA,"3.0","1.0","0.0"
"179","L51157","1","1","0","1","0","0","0","0","1","0.11","6.990427","0.082340","386.7606","0.150218","0.100E-05","0.951500","40.0","35.0","2.0","2.0","0.0","0.0","0.028089",NA,"0.838851","0.40","2.799133","0.336880",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3651",NA,"3.0","1.0","0.0"
"180","N51157","1","1","0","1","0","0","0","0","1","0.12","6.343146","0.088929","444.6242","0.219464","0.100E-05","0.948039","40.0","35.0","2.0","2.0","0.0","0.0","0.090254",NA,"0.761178","0.40","2.720260","0.341144",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3444",NA,"3.0","1.0","0.0"
"181","N51159","1","1","0","1","0","0","0","0","1","0.48","14.00000","0.052006","396.8282","0.127350","0.100E-05","0.920000","40.0","35.0","2.0","2.0","0.0","0.0","0.001200",NA,"1.680000","0.40","2.500000","0.339934",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3726",NA,"3.0","1.0","0.0"
"182","N51161","1","1","0","1","0","0","0","0","1","0.08","11.93183","0.036133","575.0836","0.341454","0.161E-05","0.929239","40.0","35.0","2.0","2.0","0.0","0.0","0.009281",NA,"1.431820","0.40","2.500000","0.505646",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3131",NA,"3.0","1.0","0.0"
"183","L51163","1","1","0","1","0","0","0","0","1","0.15","9.658436","0.053273","710.2604","0.278402","0.053709","0.993649","40.0","35.0","2.0","2.0","0.0","0.0","0.001554",NA,"1.159012","0.40","2.500000","0.447684",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3285",NA,"3.0","1.0","0.0"
"184","N51163","1","1","0","1","0","0","0","0","1","0.13","7.016595","0.044893","539.8220","0.308118","0.448013","0.949627","40.0","35.0","2.0","2.0","0.0","0.0","0.186335",NA,"0.841991","0.40","2.500000","0.452517",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3211",NA,"3.0","1.0","0.0"
"185","H51165","1","1","0","1","0","0","0","0","1","0.12","9.028298","0.072553","999.0000","0.378539","0.032801","0.970516","40.0","35.0","2.0","2.0","0.0","0.0","0.050130",NA,"1.083396","0.40","2.500000","0.499629",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3047",NA,"3.0","1.0","0.0"
"186","N51165","1","1","0","1","0","0","0","0","1","0.14","8.833591","0.036866","409.4265","0.299268","0.002067","0.950533","40.0","35.0","2.0","2.0","0.0","0.0","0.358267",NA,"1.060031","0.40","2.500000","0.484165",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3233",NA,"3.0","1.0","0.0"
"187","N51171","1","1","0","1","0","0","0","0","1","0.13","8.257383","0.048835","420.9919","0.241871","0.284554","0.946215","40.0","35.0","2.0","2.0","0.0","0.0","0.117578",NA,"0.990886","0.40","2.500000","0.314138",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3382",NA,"3.0","1.0","0.0"
"188","N51177","1","1","0","1","0","0","0","0","1","0.25","8.779984","0.021234","223.4587","0.076015","0.100E-05","0.929157","40.0","35.0","2.0","2.0","0.0","0.0","0.003599",NA,"1.053598","0.40","2.500000","0.302623",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3903",NA,"3.0","1.0","0.0"
"189","N51179","1","1","0","1","0","0","0","0","1","0.11","11.00841","0.027241","338.0855","0.123856","0.100E-05","0.920000","40.0","35.0","2.0","2.0","0.0","0.0","0.001200",NA,"1.321009","0.40","2.500000","0.421332",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3737",NA,"3.0","1.0","0.0"
"190","N51181","1","1","0","1","0","0","0","0","1","0.55","6.208424","0.117649","398.1182","0.055708","0.100E-05","0.937337","40.0","35.0","2.0","2.0","0.0","0.0","0.600000",NA,"0.745011","0.40","2.500000","0.850000",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3978",NA,"3.0","1.0","0.0"
"191","N51187","1","1","0","1","0","0","0","0","1","0.09","6.000000","0.065382","308.4086","0.233223","0.120582","0.978883","40.0","35.0","2.0","2.0","0.0","0.0","0.600000",NA,"0.720000","0.40","2.500000","0.356272",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3406",NA,"3.0","1.0","0.0"
"192","N51193","1","1","0","1","0","0","0","0","1","0.35","14.00000","0.052006","279.7656","0.110242","0.100E-05","0.920000","40.0","35.0","2.0","2.0","0.0","0.0","0.001200",NA,"1.680000","0.40","2.500000","0.339934",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3783",NA,"3.0","1.0","0.0"
"193","N51199","1","1","0","1","0","0","0","0","1","0.38","6.208424","0.117649","167.3844","0.063841","0.100E-05","0.937337","40.0","35.0","2.0","2.0","0.0","0.0","0.600000",NA,"0.745011","0.40","2.500000","0.850000",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3948",NA,"3.0","1.0","0.0"
"194","N51510","1","1","0","1","0","0","0","0","1","0.13","14.00000","0.274851","050.0000","0.131817","0.000040","0.938638","40.0","35.0","2.0","2.0","0.0","0.0","0.001200",NA,"1.680000","0.40","1.058417","0.628607",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3711",NA,"3.0","1.0","0.0"
"195","N51515","1","1","0","1","0","0","0","0","1","0.35","5.0","0.11","242.1841","0.132452","0.04","0.98","40.0","35.0","2.0","2.0","0.0","0.0","0.01",NA,"0.6181","0.40","1.25","0.45",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3709",NA,"3.0","1.0","0.0"
"196","N51530","1","1","0","1","0","0","0","0","1","0.11","9.658436","0.053273","202.4469","0.234607","0.053709","0.993649","40.0","35.0","2.0","2.0","0.0","0.0","0.001554",NA,"1.159012","0.40","2.500000","0.447684",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3402",NA,"3.0","1.0","0.0"
